IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,,6.0,,,C,1000.0,375.0,,,,,,,,10.1007/s11661-017-4386-1,
67,Al1 Cr1 Mo1 Ti1,BCC,ANNEAL,,6.0,,,C,1200.0,100.0,,,,,,,,10.1007/s11661-017-4386-1,
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,,6.5,,,C,600.0,520.0,,,,,,,,10.1007/s11661-017-4386-1,
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,,6.5,,,C,800.0,500.0,,,,,,,,10.1007/s11661-017-4386-1,
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,,6.5,,,C,1000.0,540.0,,,,,,,,10.1007/s11661-017-4386-1,
67,Al1 Mo1 Nb1 Ti1,BCC,ANNEAL,,6.5,,,C,1200.0,200.0,,,,,,,,10.1007/s11661-017-4386-1,
68,Al1 Nb1 Ti1 V1,B2,ANNEAL,,5.5,,,C,600.0,780.0,1005.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1,B2,ANNEAL,,5.5,,,C,800.0,560.0,700.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1,B2,ANNEAL,,5.5,,,C,25.0,1000.0,1280.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,ANNEAL,,5.7,,,C,600.0,1155.0,1385.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,ANNEAL,,5.7,,,C,800.0,550.0,600.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,ANNEAL,,5.7,,,C,25.0,1500.0,1675.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,ANNEAL,,5.5,,,C,600.0,975.0,1085.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,ANNEAL,,5.5,,,C,800.0,865.0,920.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,ANNEAL,,5.5,,,C,25.0,1290.0,1395.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,ANNEAL,,5.6,,,C,600.0,1065.0,1260.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,ANNEAL,,5.6,,,C,800.0,855.0,865.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,ANNEAL,,5.6,,,C,25.0,1360.0,1480.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,ANNEAL,,5.6,,,C,600.0,1135.0,1425.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,ANNEAL,,5.6,,,C,800.0,675.0,740.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,ANNEAL,,5.6,,,C,25.0,1485.0,,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,ANNEAL,,5.8,,,C,600.0,1195.0,1195.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,ANNEAL,,5.8,,,C,800.0,180.0,395.0,,,,,,,10.1016/j.msea.2017.08.019,2017
68,Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,ANNEAL,,5.8,,,C,25.0,1535.0,1550.0,,,,,,,10.1016/j.msea.2017.08.019,2017
69,Co1 Cr1 Mo1 Nb1,BCC+Laves,CAST,,8.8,,,C,25.0,,1419.6,,,,,,,10.1007/s11665-017-2799-z,
69,Co1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,CAST,,7.8,,,C,25.0,,1096.8,,,,,,,10.1007/s11665-017-2799-z,
69,Co1 Cr1 Mo1 Nb1 Ti0.2,BCC+Laves,CAST,,8.5,,,C,25.0,,1905.6,,,,,,,10.1007/s11665-017-2799-z,
69,Co1 Cr1 Mo1 Nb1 Ti0.4,BCC,CAST,,8.3,,,C,25.0,,1771.3,,,220.1,,,,10.1007/s11665-017-2799-z,
69,Co1 Cr1 Mo1 Nb1 Ti0.5,BCC+Laves,CAST,,8.2,,,C,25.0,,1609.2,,,,,,,10.1007/s11665-017-2799-z,
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,,8.2,,,C,25.0,1457.0,1908.0,,,,,,,10.1016/j.ijrmhm.2014.07.009,2014
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,,8.2,,,C,25.0,1420.0,1885.0,4.2,,,,,,10.1016/j.ijrmhm.2014.07.009,2014
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,,8.2,,,C,25.0,1328.0,1884.0,,,,,,,10.1016/j.ijrmhm.2014.07.009,2014
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,ANNEAL,,8.2,,,C,25.0,1322.0,1726.0,,,,,,,10.1016/j.ijrmhm.2014.07.009,2014
70,Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,CAST,,8.2,,,C,25.0,1375.0,2130.0,3.0,,,,,,10.1016/j.ijrmhm.2014.07.009,2014
70,Hf1 Nb1 Ti1 V1 Zr1,BCC+Laves,ANNEAL,,8.0,,,C,25.0,1157.0,1468.0,,,,,,,10.1016/j.ijrmhm.2014.07.009,2014
70,Hf1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,8.0,,,C,25.0,1253.0,1393.0,,,99.0,,,,10.1016/j.ijrmhm.2014.07.009,2014
70,Hf1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,8.0,,,C,25.0,1140.0,1463.0,,,99.0,,,,10.1016/j.ijrmhm.2014.07.009,2014
70,Hf1 Nb1 Ti1 V1 Zr1,BCC,ANNEAL,,8.0,,,C,25.0,1120.0,1376.0,30.0,,99.0,,,,10.1016/j.ijrmhm.2014.07.009,2014
70,Hf1 Nb1 Ti1 V1 Zr1,BCC+Laves,CAST,,8.0,,,C,25.0,1170.0,1463.0,29.6,,,,,,10.1016/j.ijrmhm.2014.07.009,2014
71,Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,POWDER,,12.5,,715.0,C,25.0,2034.0,,1.5,,,,,,10.1016/j.matchemphys.2017.06.054,2017
71,Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,POWDER,,12.5,,,C,1200.0,750.0,,1.5,,,,,,10.1016/j.matchemphys.2017.06.054,2017
71,Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,POWDER,,12.2,,780.0,C,25.0,2050.0,,1.5,,,,,,10.1016/j.matchemphys.2017.06.054,2017
71,Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,POWDER,,12.2,,,C,1200.0,586.0,,1.5,,,,,,10.1016/j.matchemphys.2017.06.054,2017
71,Cr1 Ta1 V1 W1,BCC+Laves,POWDER,,12.9,,715.0,C,25.0,2327.0,,1.5,,,,,,10.1016/j.matchemphys.2017.06.054,2017
71,Cr1 Ta1 V1 W1,BCC+Laves,POWDER,,12.9,,,C,1200.0,979.0,,1.5,,,,,,10.1016/j.matchemphys.2017.06.054,2017
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,,10.4,,,C,60.0,795.0,,,,125.0,,,,10.1080/14786435.2015.1028506,2015
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,,10.4,,,C,100.0,765.0,,,,,,,,10.1080/14786435.2015.1028506,2015
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,,10.4,,,C,200.0,650.0,,,,,,,,10.1080/14786435.2015.1028506,2015
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,,10.4,,,C,300.0,590.0,,,,,,,,10.1080/14786435.2015.1028506,2015
72,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,CAST,,10.4,,,C,25.0,845.0,,,,,,,,10.1080/14786435.2015.1028506,2015
73,Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,BCC+Sec.,CAST,,7.7,,442.0,C,25.0,1350.0,2150.0,,28.0,,,,,10.1016/j.jallcom.2015.11.091,2015
73,Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,BCC+Sec.,CAST,,7.5,,494.0,C,25.0,1370.0,1950.0,,23.0,,,,,10.1016/j.jallcom.2015.11.091,2015
73,Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,BCC+Sec.,CAST,,7.2,,524.0,C,25.0,1600.0,1900.0,,23.0,,,,,10.1016/j.jallcom.2015.11.091,2015
73,Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,BCC+Sec.,CAST,,7.0,,580.0,C,25.0,1550.0,1900.0,,12.0,,,,,10.1016/j.jallcom.2015.11.091,2015
73,Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,BCC+Sec.,CAST,,6.8,,640.0,C,25.0,1650.0,2000.0,,9.0,,,,,10.1016/j.jallcom.2015.11.091,2015
73,Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,CAST,,7.9,,400.0,C,25.0,1150.0,1500.0,,25.0,123.1,,,,10.1016/j.jallcom.2015.11.091,2015
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-268.8,2250.0,,,,103.1,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-268.8,2210.0,,,,103.1,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-196.0,1880.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-196.0,1750.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-153.0,1640.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-153.0,1550.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-103.0,1380.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-103.0,1370.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-43.0,1200.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-43.0,1180.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,72.0,1040.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,72.0,1020.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,25.0,1150.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,25.0,1100.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-268.8,2390.0,,,,103.1,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-196.0,1920.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-153.0,1370.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-103.0,1250.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,-43.0,1020.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,72.0,640.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
74,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,WROUGHT,,8.4,,,C,25.0,890.0,,,,,,,,10.1016/j.msea.2017.10.073,2017
75,Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,C,25.0,1112.0,,,,121.0,,,,10.1016/j.matlet.2016.03.133,2016
75,Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,C,25.0,1317.0,,,,130.5,,,,10.1016/j.matlet.2016.03.133,2016
75,Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,C,25.0,1373.0,,,,139.1,,,,10.1016/j.matlet.2016.03.133,2016
75,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,C,25.0,1512.0,1800.0,,,147.0,,,,10.1016/j.matlet.2016.03.133,2016
75,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,C,25.0,1015.0,,,,110.6,,,,10.1016/j.matlet.2016.03.133,2016
76,Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,CAST,,8.5,,,C,1000.0,398.0,430.0,,,,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,CAST,,8.5,,,C,25.0,1617.0,2016.0,,,,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,CAST,,8.5,,,C,1200.0,166.0,187.0,,,,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,CAST,,8.2,,,C,1000.0,614.0,696.0,,,,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,CAST,,8.2,,,C,25.0,1787.0,2052.0,,,,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,CAST,,8.2,,,C,1200.0,188.0,219.0,,,,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,CAST,,7.9,,,C,1000.0,673.0,741.0,,,,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,CAST,,7.9,,,C,25.0,2134.0,2242.0,,,,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,CAST,,7.9,,,C,1200.0,235.0,268.0,,,,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,CAST,,9.0,,,C,1000.0,368.0,394.0,,,131.9,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,CAST,,9.0,,,C,1200.0,60.0,,,,,,,,10.1016/j.jallcom.2016.10.014,2016
76,Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,CAST,,9.0,,,C,25.0,1260.0,,,,,,,,10.1016/j.jallcom.2016.10.014,2016
77,Hf0.787 Nb0.142 Ta0.142 Ti1 Zr0.787,BCC,WROUGHT,,8.5,,,T,25.0,540.0,995.0,,,95.2,,,,10.1080/21663831.2016.1221861,2016
78,Al0.25 Nb1 Ta1 Ti1 Zr1,BCC+B2,OTHER,,8.6,,,C,1000.0,366.0,408.0,,,,,,,10.1016/j.matdes.2017.11.033,2017
78,Al0.25 Nb1 Ta1 Ti1 Zr1,BCC+B2,OTHER,,8.6,,,C,25.0,1745.0,1830.0,,,,,,,10.1016/j.matdes.2017.11.033,2017
78,Al0.5 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,,7.6,,,C,1000.0,579.0,646.0,,,,,,,10.1016/j.matdes.2017.11.033,2017
78,Al0.5 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,,7.6,,,C,25.0,2350.0,2460.0,,,,,,,10.1016/j.matdes.2017.11.033,2017
78,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,,7.1,,,C,1000.0,745.0,792.0,,,,,,,10.1016/j.matdes.2017.11.033,2017
78,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,,7.1,,,C,25.0,2197.0,2370.0,,,,,,,10.1016/j.matdes.2017.11.033,2017
78,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr0.5,B2,OTHER,,7.2,,,C,1000.0,935.0,1019.0,,,,,,,10.1016/j.matdes.2017.11.033,2017
78,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr0.5,B2,OTHER,,7.2,,,C,25.0,,1320.0,,,,,,,10.1016/j.matdes.2017.11.033,2017
78,Al1 Nb1 Ta0.5 Ti1 Zr0.5,B2,OTHER,,6.9,,,C,1000.0,535.0,542.0,,,,,,,10.1016/j.matdes.2017.11.033,2017
78,Al1 Nb1 Ta0.5 Ti1 Zr0.5,B2,OTHER,,6.9,,,C,25.0,1352.0,1357.0,,,,,,,10.1016/j.matdes.2017.11.033,2017
79,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,ANNEAL,,7.5,,,C,400.0,1273.0,1335.0,14.5,,,,,,10.4028/www.scientific.net/MSF.849.76,
79,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,ANNEAL,,7.5,,,C,600.0,597.0,651.0,50.0,,,,,,10.4028/www.scientific.net/MSF.849.76,
79,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,ANNEAL,,7.5,,,C,800.0,102.0,107.0,50.0,,,,,,10.4028/www.scientific.net/MSF.849.76,
79,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,ANNEAL,,7.5,,,C,25.0,1483.0,1611.0,9.5,,,,,,10.4028/www.scientific.net/MSF.849.76,
79,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,CAST,,7.5,,,C,600.0,920.0,1252.0,50.0,,,,,,10.4028/www.scientific.net/MSF.849.76,
79,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,CAST,,7.5,,,C,800.0,371.0,427.0,50.0,,,,,,10.4028/www.scientific.net/MSF.849.76,
79,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,CAST,,7.5,,,C,25.0,1540.0,1643.0,16.8,,,,,,10.4028/www.scientific.net/MSF.849.76,
80,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,0.05,9.9,,420.0,T,25.0,1900.0,,7.9,,110.6,,,,10.1016/j.actamat.2017.09.035,2017
80,Hf1 Nb1 Ta1 Ti1 Zr1,BCC+HCP,OTHER,0.05,9.9,,530.0,T,25.0,1520.0,,1.7,,,,,,10.1016/j.actamat.2017.09.035,2017
80,Hf1 Nb1 Ta1 Ti1 Zr1,BCC+BCC+HCP,OTHER,0.1,9.9,,340.0,T,25.0,795.0,,5.0,,,,,,10.1016/j.actamat.2017.09.035,2017
80,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,100.0,9.9,,309.0,T,25.0,830.0,840.0,9.2,,110.6,,,,10.1016/j.actamat.2017.09.035,2017
81,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,,9.9,,366.0,T,25.0,1202.0,1295.0,4.7,,110.6,,,,10.1016/j.jallcom.2015.07.209,2015
81,Hf1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,WROUGHT,,9.9,,,T,25.0,1303.0,1334.0,,,,,,,10.1016/j.jallcom.2015.07.209,2015
81,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,,9.9,,351.0,T,25.0,1145.0,1262.0,9.7,,110.6,,,,10.1016/j.jallcom.2015.07.209,2015
82,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,,9.9,,,T,25.0,958.0,974.0,,,110.6,,,,10.1016/j.matlet.2016.08.060,2016
82,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,,9.9,,,T,25.0,944.0,959.0,,,110.6,,,,10.1016/j.matlet.2016.08.060,2016
82,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,,9.9,,,T,25.0,940.0,953.0,,,110.6,,,,10.1016/j.matlet.2016.08.060,2016
83,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,WROUGHT,,9.9,,,T,25.0,940.0,1080.0,,,110.6,,,,10.1016/jactamat.2017.09.062,2017
84,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,,9.9,,,C,25.0,929.0,,,,110.6,,,,10.1016/j.jallcom.2011.02.171,2011
85,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,C,25.0,905.0,,,,110.6,,,,10.1016/j.msea.2015.08.024,2015
86,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,C,25.0,890.0,,,,110.6,,,,10.1016/j.matchar.2015.11.018,2015
87,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,T,25.0,828.0,862.0,,,110.6,,,,10.1016/j.msea.2015.12.017,2015
87,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,T,25.0,827.0,856.0,,,110.6,,,,10.1016/j.msea.2015.12.017,2015
87,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,T,25.0,820.0,869.0,,,110.6,,,,10.1016/j.msea.2015.12.017,2015
87,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,,T,25.0,803.0,810.0,,,110.6,,,,10.1016/j.msea.2015.12.017,2015
88,Al0.2 Mo1 Ta1 Ti1 V1,BCC,CAST,,9.2,,,C,25.0,1021.0,1249.0,,,184.0,,,,10.4028/www.scientific.net/MSF.898.638,
88,Al0.6 Mo1 Ta1 Ti1 V1,BCC,CAST,,8.6,,,C,25.0,962.0,1033.0,,,174.1,,,,10.4028/www.scientific.net/MSF.898.638,
88,Al1 Mo1 Ta1 Ti1 V1,BCC,CAST,,8.2,,,C,25.0,,735.0,,,165.8,,,,10.4028/www.scientific.net/MSF.898.638,
88,Mo1 Ta1 Ti1 V1,BCC,CAST,,9.5,,,C,25.0,1221.0,1454.0,,,189.8,,,,10.4028/www.scientific.net/MSF.898.638,
89,Hf1 Nb1 Ta1 Zr1,BCC+HCP,ANNEAL,,11.1,,571.0,C,25.0,2310.0,,0.3,,,,,,10.1016/j.actamat.2016.01.018,2016
89,Hf1 Nb1 Ta1 Zr1,BCC+HCP,ANNEAL,,11.1,,536.0,C,25.0,2100.0,2200.0,3.5,,,,,,10.1016/j.actamat.2016.01.018,2016
89,Hf1 Nb1 Ta1 Zr1,BCC+HCP,ANNEAL,,11.1,,,C,25.0,2020.0,2030.0,1.7,,,,,,10.1016/j.actamat.2016.01.018,2016
89,Hf1 Nb1 Ta1 Zr1,BCC+HCP,ANNEAL,,11.1,,550.0,C,25.0,1950.0,2010.0,2.2,,,,,,10.1016/j.actamat.2016.01.018,2016
89,Hf1 Nb1 Ta1 Zr1,BCC,CAST,,11.1,,365.0,C,25.0,1315.0,1800.0,21.6,,109.3,,,,10.1016/j.actamat.2016.01.018,2016
90,Hf1 Ta0.4 Ti1 Zr1,BCC+HCP,CAST,,9.2,,,T,25.0,400.0,1100.0,,,,,,,10.1002/adma.201701678,
90,Hf1 Ta0.5 Ti1 Zr1,BCC+HCP,CAST,,9.4,,,T,25.0,700.0,1100.0,,,,,,,10.1002/adma.201701678,
90,Hf1 Ta0.6 Ti1 Zr1,BCC+HCP,CAST,,9.6,,,T,25.0,800.0,1100.0,,,,,,,10.1002/adma.201701678,
90,Hf1 Ta1 Ti1 Zr1,BCC,CAST,,10.2,,,T,25.0,1500.0,1500.0,,,112.0,,,,10.1002/adma.201701678,
91,Mo1 Nb1 Ta1 Ti0.25 W1,BCC,CAST,,13.0,,478.3,C,25.0,1109.0,1197.0,,,249.4,,,,10.1016/j.msea.2017.12.004,2017
91,Mo1 Nb1 Ta1 Ti0.5 W1,BCC,CAST,,12.6,,481.2,C,25.0,1211.0,1578.0,,,242.0,,,,10.1016/j.msea.2017.12.004,2017
91,Mo1 Nb1 Ta1 Ti0.75 W1,BCC,CAST,,12.1,,495.6,C,25.0,1304.0,1593.0,,,235.4,,,,10.1016/j.msea.2017.12.004,2017
91,Mo1 Nb1 Ta1 Ti1 W1,BCC,CAST,,11.7,,507.5,C,25.0,1455.0,1910.0,,,229.4,,,,10.1016/j.msea.2017.12.004,2017
91,Mo1 Nb1 Ta1 W1,BCC,CAST,,13.6,,,C,25.0,996.0,1148.0,,,257.8,,,,10.1016/j.msea.2017.12.004,2017
92,Mo1 Nb1 Ta1 Ti1 V1,BCC,CAST,,9.3,,,C,25.0,1400.0,2450.0,,,172.8,,,,10.1016/j.jallcom.2016.11.188,2016
93,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,,10.9,,,C,600.0,973.0,1590.0,,,212.5,,,,10.1016/j.intermet.2017.01.007,2017
93,Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,CAST,,10.9,,,C,800.0,791.3,1180.0,,,,,,,10.1016/j.intermet.2017.01.007,2017
