IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year
17,Co1 Cr1 Fe1 Mn1 Ni1,FCC,CAST,300.0,8.0,,144.0,C,25.0,,,,,,,,,10.1016/j.jallcom.2014.12.157,2014
17,Co1 Cr1 Fe1 Mn1 Ni1,FCC,ANNEAL,350.0,8.0,,135.0,C,25.0,230.0,,,75.0,219.0,,,,10.1016/j.jallcom.2014.12.157,2014
17,Co1 Cr1 Fe1 Mn1 Ni1 V0.25,FCC,CAST,120.0,7.9,,151.0,C,25.0,,,,,,,,,10.1016/j.jallcom.2014.12.157,2014
17,Co1 Cr1 Fe1 Mn1 Ni1 V0.25,,ANNEAL,130.0,7.9,,144.0,C,25.0,200.0,,,75.0,215.0,,,,10.1016/j.jallcom.2014.12.157,2014
17,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,FCC,CAST,220.0,7.8,,186.0,C,25.0,,,,,,,,,10.1016/j.jallcom.2014.12.157,2014
17,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,FCC,ANNEAL,250.0,7.8,,275.0,C,25.0,620.0,,,75.0,211.0,,,,10.1016/j.jallcom.2014.12.157,2014
17,Co1 Cr1 Fe1 Mn1 Ni1 V0.75,FCC+Sec.,ANNEAL,500.0,7.7,,380.0,C,25.0,740.0,1325.0,,7.8,,,,,10.1016/j.jallcom.2014.12.157,2014
17,Co1 Cr1 Fe1 Mn1 Ni1 V0.75,FCC+Sec.,CAST,500.0,7.7,,342.0,C,25.0,,,,,,,,,10.1016/j.jallcom.2014.12.157,2014
17,Co1 Cr1 Fe1 Mn1 Ni1 V1,FCC+Sec.,ANNEAL,12.0,7.7,,636.0,C,25.0,1660.0,1845.0,,0.5,,,,,10.1016/j.jallcom.2014.12.157,2014
17,Co1 Cr1 Fe1 Mn1 Ni1 V1,FCC+Sec.,CAST,,7.7,,650.0,C,25.0,,,,,,,,,10.1016/j.jallcom.2014.12.157,2014
18,Al0.2 Cr0.667 Fe1 Mn0.667 Ni0.333,FCC+BCC,CAST,,7.2,,297.0,,25.0,,,,,213.0,,,,10.1016/j.msea.2010.05.052,2010
18,Al0.333 Cr0.667 Fe1 Mn0.667 Ni0.333,BCC,CAST,,7.0,,396.0,,25.0,,,,,206.0,,,,10.1016/j.msea.2010.05.052,2010
19,Al1 Cr1 Fe1 Ni1,,CAST,,6.3,,472.0,C,25.0,1406.0,2927.0,,29.0,190.0,,,,10.1016/j.jallcom.2013.03.253,2013
19,Al1 Cr1 Fe1 Mo1 Ni1,B2+Sec.,CAST,,7.2,,905.0,,25.0,,,,,,,,,10.1016/j.jallcom.2013.03.253,2013
19,Al1 Cr1 Fe1 Mo0.2 Ni1,,CAST,,6.5,,549.0,C,25.0,1487.0,3222.0,,29.0,197.0,,,,10.1016/j.jallcom.2013.03.253,2013
19,Al1 Cr1 Fe1 Mo0.5 Ni1,,CAST,,6.8,,622.0,C,25.0,1749.0,2644.0,,13.0,205.0,,,,10.1016/j.jallcom.2013.03.253,2013
19,Al1 Cr1 Fe1 Mo0.8 Ni1,B2+Sec.,CAST,,7.0,,854.0,C,25.0,1513.0,1513.0,,0.0,,,,,10.1016/j.jallcom.2013.03.253,2013
20,Al0.3 Co1 Cr1 Cu1 Fe1,FCC,,,7.7,,180.0,,25.0,,,,,194.0,,,,10.3166/acsm.31.633-648,
20,Al0.5 Co1 Cr1 Cu1 Fe1,FCC,,,7.4,,207.0,,25.0,,,,,187.0,,,,10.3166/acsm.31.633-648,
20,Al0.8 Co1 Cr1 Cu1 Fe1,FCC+BCC,,,7.0,,271.0,,25.0,,,,,177.0,,,,10.3166/acsm.31.633-648,
20,Al1 Co0.769 Cr0.769 Cu0.769 Fe0.769,FCC+BCC,,,6.5,,476.0,,25.0,,,,,165.0,,,,10.3166/acsm.31.633-648,
20,Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667,FCC+BCC,,,6.3,,510.0,,25.0,,,,,167.0,,,,10.3166/acsm.31.633-648,
20,Al1 Co0.556 Cr0.556 Cu0.556 Fe0.556,FCC+BCC,,,6.0,,557.0,,25.0,,,,,155.0,,,,10.3166/acsm.31.633-648,
20,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5,FCC+BCC,,,5.9,,567.0,,25.0,,,,,152.0,,,,10.3166/acsm.31.633-648,
20,Al1 Co0.435 Cr0.435 Cu0.435 Fe0.435,FCC+BCC,,,5.7,,603.0,,25.0,,,,,147.0,,,,10.3166/acsm.31.633-648,
20,Al1 Co0.4 Cr0.4 Cu0.4 Fe0.4,FCC+BCC,,,5.6,,624.0,,25.0,,,,,144.0,,,,10.3166/acsm.31.633-648,
20,Al1 Co0.357 Cr0.357 Cu0.357 Fe0.357,BCC,,,5.5,,657.0,,25.0,,,,,140.0,,,,10.3166/acsm.31.633-648,
20,Al1 Co0.333 Cr0.333 Cu0.333 Fe0.333,BCC,,,5.4,,644.0,,25.0,,,,,138.0,,,,10.3166/acsm.31.633-648,
20,Al1 Co1 Cr1 Cu1 Fe1,FCC+BCC,,,6.8,,407.0,,25.0,,,,,172.0,,,,10.3166/acsm.31.633-648,
20,Co1 Cr1 Cu1 Fe1,FCC,,,8.2,,134.0,,25.0,,,,,206.0,,,,10.3166/acsm.31.633-648,
21,Co1 Cr1 Cu0.5 Fe1 Ni1,FCC,CAST,,8.3,,172.0,,25.0,,,,,214.0,,,,10.1016/j.intermet.2010.03.030,2010
22,Co1 Cr1 Cu1 Fe1 Ni1 Ti1,FCC,CAST,,7.4,,,C,25.0,1272.0,1272.0,2.0,0.0,77.0,,,,10.1016/j.intermet.2006.08.005,2006
22,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,FCC,CAST,,7.8,,,C,25.0,700.0,1650.0,22.0,21.6,99.0,,,,10.1016/j.intermet.2006.08.005,2006
22,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,FCC+Laves (C14),CAST,,7.6,,,C,25.0,1042.0,1848.0,3.0,2.11,128.0,,,,10.1016/j.intermet.2006.08.005,2006
23,Al0.5 B0.2 Co1 Cr1 Cu1 Fe1 Ni1,,CAST,,7.7,,415.0,,25.0,,,,,,,,,10.1149/1.2744133,
23,Al0.5 B0.6 Co1 Cr1 Cu1 Fe1 Ni1,,CAST,,7.7,,505.0,,25.0,,,,,,,,,10.1149/1.2744133,
23,Al0.5 B1 Co1 Cr1 Cu1 Fe1 Ni1,,CAST,,7.8,,736.0,,25.0,,,,,,,,,10.1149/1.2744133,
23,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,CAST,,7.6,,300.0,,25.0,,,,,193.0,,,,10.1149/1.2744133,
24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,,7.6,,225.0,,25.0,,,,,193.0,,,,10.2320/matertrans.47.1395,
24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,FCC+BCC+Sec.,CAST,,7.0,,636.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,
24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.2,FCC,CAST,,7.5,,272.0,,25.0,,,,,191.0,,,,10.2320/matertrans.47.1395,
24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.4,FCC,CAST,,7.3,,321.0,,25.0,,,,,188.0,,,,10.2320/matertrans.47.1395,
24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.6,FCC+BCC,CAST,,7.2,,458.0,,25.0,,,,,186.0,,,,10.2320/matertrans.47.1395,
24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,FCC+Sec.,CAST,,7.1,,590.0,,25.0,,,,,184.0,,,,10.2320/matertrans.47.1395,
24,Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 Ti1,FCC+BCC+Sec.,CAST,,6.9,,646.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,
24,Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 Ti1,FCC+BCC+Sec.,CAST,,6.8,,664.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,
24,Al0.312 Co0.625 Cr0.625 Cu0.625 Fe0.625 Ni0.625 Ti1,FCC+BCC+Sec.,CAST,,6.7,,657.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,
24,Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 Ti1,FCC+BCC+Sec.,CAST,,6.6,,667.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,
24,Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 Ti1,FCC+BCC+Sec.,CAST,,6.5,,696.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,
25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,,7.6,,215.0,,25.0,,,,,193.0,,,,10.1007/s11661-006-0081-3,
25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.2,FCC,CAST,,7.6,,204.0,,25.0,,,,,191.0,,,,10.1007/s11661-006-0081-3,
25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.4,FCC+BCC,CAST,,7.5,,231.0,,25.0,,,,,189.0,,,,10.1007/s11661-006-0081-3,
25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.6,FCC+BCC+Sec.,CAST,,7.5,,328.0,,25.0,,,,,,,,,10.1007/s11661-006-0081-3,
25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.8,FCC+BCC+Sec.,CAST,,7.4,,447.0,,25.0,,,,,,,,,10.1007/s11661-006-0081-3,
25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V1,FCC+BCC+Sec.,CAST,,7.4,,639.0,,25.0,,,,,,,,,10.1007/s11661-006-0081-3,
25,Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 V1,BCC,CAST,,7.3,,579.0,,25.0,,,,,182.0,,,,10.1007/s11661-006-0081-3,
25,Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 V1,BCC,CAST,,7.3,,577.0,,25.0,,,,,180.0,,,,10.1007/s11661-006-0081-3,
25,Al0.312 Co0.625 Cr0.625 Cu0.625 Fe0.625 Ni0.625 V1,BCC,CAST,,7.2,,594.0,,25.0,,,,,179.0,,,,10.1007/s11661-006-0081-3,
25,Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 V1,BCC,CAST,,7.2,,597.0,,25.0,,,,,177.0,,,,10.1007/s11661-006-0081-3,
25,Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 V1,BCC,CAST,,7.2,,587.0,,25.0,,,,,176.0,,,,10.1007/s11661-006-0081-3,
26,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.1,,472.0,,25.0,,,,,184.0,,,,10.1016/j.msea.2012.07.003,2012
26,Al1 Co1 Cu1 Fe1 Nd1 Ni1,Other,CAST,,7.4,,578.0,,25.0,,,,,,,,,10.1016/j.msea.2012.07.003,2012
26,Al1 Co1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.0,,536.0,,25.0,,,,,164.0,,,,10.1016/j.msea.2012.07.003,2012
26,Al1 Co1 Cu1 Fe1 Ni1 Si1,FCC+BCC,CAST,,5.9,,682.0,,25.0,,,,,145.0,,,,10.1016/j.msea.2012.07.003,2012
26,Al1 Co1 Cu1 Fe1 Ni1 Ti1,FCC+BCC,CAST,,6.5,,626.0,,25.0,,,,,156.0,,,,10.1016/j.msea.2012.07.003,2012
26,Al1 Co1 Cu1 Fe1 Ni1 Zr1,FCC+BCC+Sec.,CAST,,6.9,,472.0,,25.0,,,,,,,,,10.1016/j.msea.2012.07.003,2012
28,Al1 Co1 Cr1 Cu1 Fe1 Mn1 Ni1,FCC+BCC+Sec.,CAST,,7.1,,,C,25.0,1005.0,,15.0,,,,,,10.1016/j.msea.2008.08.025,2008
28,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.1,,,C,25.0,1303.0,,24.0,,183.0,,,,10.1016/j.msea.2008.08.025,2008
28,Al1 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,FCC+Sec.,CAST,,6.6,,,C,25.0,1234.0,,9.0,,174.0,,,,10.1016/j.msea.2008.08.025,2008
28,Al1 Co1 Cr1 Cu1 Fe1 Ni1 V1,FCC+BCC,CAST,,6.9,,,C,25.0,1469.0,,16.0,,175.0,,,,10.1016/j.msea.2008.08.025,2008
29,Al1 Co1 Cr1 Cu1 Ni1 Ti1,BCC,,,6.4,,,C,25.0,,1495.0,,8.0,36.0,,,,10.1016/j.matdes.2009.09.016,2009
29,Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y1,Other,CAST,,5.8,,,C,25.0,,1192.0,,4.0,37.0,,,,10.1016/j.matdes.2009.09.016,2009
29,Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y0.5,Other,CAST,,6.1,,,C,25.0,,1025.0,,3.0,36.0,,,,10.1016/j.matdes.2009.09.016,2009
29,Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y0.8,Other,CAST,,5.9,,,C,25.0,,1325.0,,5.0,38.0,,,,10.1016/j.matdes.2009.09.016,2009
30,Co1 Cu1 Fe1 Ni1,FCC,CAST,,8.6,,,T,25.0,,480.0,,15.0,188.0,,,,10.1016/j.msea.2012.03.080,2012
30,Co1 Cu1 Fe1 Ni1 Sn0.02,FCC,CAST,,8.6,,,T,25.0,,548.0,,17.0,187.0,,,,10.1016/j.msea.2012.03.080,2012
30,Co1 Cu1 Fe1 Ni1 Sn0.04,FCC+Sec.,CAST,,8.6,,,T,25.0,,594.0,,18.0,,,,,10.1016/j.msea.2012.03.080,2012
30,Co1 Cu1 Fe1 Ni1 Sn0.05,FCC+Sec.,CAST,,8.6,,,T,25.0,,615.0,,20.0,,,,,10.1016/j.msea.2012.03.080,2012
30,Co1 Cu1 Fe1 Ni1 Sn0.07,FCC+Sec.,CAST,,8.6,,,T,25.0,,632.0,,19.0,,,,,10.1016/j.msea.2012.03.080,2012
30,Co1 Cu1 Fe1 Ni1 Sn0.1,FCC+Sec.,CAST,,8.6,,,T,25.0,,602.0,,5.0,,,,,10.1016/j.msea.2012.03.080,2012
30,Co1 Cu1 Fe1 Ni1 Sn0.2,FCC+Sec.,CAST,,8.5,,,T,25.0,,261.0,,2.0,,,,,10.1016/j.msea.2012.03.080,2012
30,Co1 Cu1 Fe1 Ni1 Sn0.5,FCC+Sec.,CAST,,8.3,,,,25.0,,,,,,,,,10.1016/j.msea.2012.03.080,2012
31,Co1 Cu1 Fe1 Mn1 Ni1,FCC,CAST,,8.4,,208.0,T,25.0,,478.0,,14.0,190.0,,,,10.1016/j.matdes.2012.08.019,2012
31,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.03,FCC,CAST,,8.4,,192.0,T,25.0,,465.0,,18.0,,,,,10.1016/j.matdes.2012.08.019,2012
31,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.05,FCC+Sec.,CAST,,8.4,,205.0,T,25.0,,475.0,,12.0,,,,,10.1016/j.matdes.2012.08.019,2012
31,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.08,FCC+Sec.,CAST,,8.3,,219.0,T,25.0,,425.0,,7.0,,,,,10.1016/j.matdes.2012.08.019,2012
31,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.1,FCC+Sec.,CAST,,8.3,,253.0,T,25.0,,470.0,,6.0,,,,,10.1016/j.matdes.2012.08.019,2012
31,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.2,FCC+Sec.,CAST,,8.3,,319.0,T,25.0,,368.0,,2.0,,,,,10.1016/j.matdes.2012.08.019,2012
32,Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,ANNEAL,,6.8,,495.0,,25.0,,,,,178.0,,,,10.1016/j.msea.2011.11.063,2011
32,Al1 Cr1 Cu1 Fe1 Ni0.6,FCC+BCC,ANNEAL,,6.6,,496.0,,25.0,,,,,176.0,,,,10.1016/j.msea.2011.11.063,2011
32,Al1 Cr1 Cu1 Fe1 Ni0.8,FCC+BCC,ANNEAL,,6.7,,486.0,,25.0,,,,,177.0,,,,10.1016/j.msea.2011.11.063,2011
32,Al0.833 Cr0.833 Cu0.833 Fe0.833 Ni1,FCC+BCC,ANNEAL,,6.8,,407.0,,25.0,,,,,179.0,,,,10.1016/j.msea.2011.11.063,2011
32,Al0.714 Cr0.714 Cu0.714 Fe0.714 Ni1,FCC+BCC,ANNEAL,,6.9,,367.0,,25.0,,,,,180.0,,,,10.1016/j.msea.2011.11.063,2011
32,Co1 Cr1 Cu1 Fe1 Ni1,FCC,,,8.3,,286.0,C,25.0,230.0,888.0,51.0,,56.0,,,,10.1016/j.msea.2011.11.063,2011
33,Al0.1 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC,,,8.0,,,,25.0,,,,,199.0,,,,10.1063/1.3587228,
33,Al0.2 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC,,,7.8,,,,25.0,,,,,194.0,,,,10.1063/1.3587228,
33,Al0.3 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC,,,7.5,,,,25.0,,,,,190.0,,,,10.1063/1.3587228,
33,Al0.4 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC,,,7.3,,,,25.0,,,,,186.0,,,,10.1063/1.3587228,
33,Al0.6 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC+BCC,,,6.9,,,,25.0,,,,,178.0,,,,10.1063/1.3587228,
33,Al0.5 Cr0.5 Cu0.5 Fe0.5 Ni1,FCC+BCC,,,7.1,,,,25.0,,,,,182.0,,,,10.1063/1.3587228,
34,Al1 Cr1 Cu1 Fe1 Ni1 Ti1,BCC+Laves (C14)+Sec.,ANNEAL,,6.3,,,C,25.0,,1219.0,,,,,,,10.1016/j.jallcom.2011.02.108,2011
35,Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,FCC,CAST,,5.9,,516.0,C,25.0,980.0,1326.0,,7.0,145.0,,,,10.1016/j.apsusc.2015.07.207,2015
35,Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,FCC,CAST,,5.9,,516.0,C,25.0,980.0,1326.0,,7.0,145.0,,,,10.1016/j.apsusc.2015.07.207,2015
35,Al1 Cu1 Fe1 Ni1 Ti1,FCC,CAST,,6.1,,516.0,C,25.0,1074.0,1617.0,,8.0,146.0,,,,10.1016/j.apsusc.2015.07.207,2015
35,Al1 Cu1 Ni1 Ti1,FCC,CAST,,5.7,,537.0,C,25.0,300.0,536.0,,0.85,108.0,,,,10.1016/j.apsusc.2015.07.207,2015
36,Al1 Cu0.062 Li0.062 Mg0.062 Zn0.062,FCC+Sec.,CAST,,2.9,,,C,25.0,488.0,879.0,17.0,,,,,,10.1007/s11837-015-1402-z,
36,Al1 Li0.062 Mg0.062 Sn0.062 Zn0.062,FCC+Sec.,CAST,,3.0,,,C,25.0,415.0,836.0,16.0,,,,,,10.1007/s11837-015-1402-z,
36,Al1 Cu0.2 Li0.5 Mg1 Zn0.5,Other,CAST,,2.7,,,,25.0,,,,,,,,,10.1007/s11837-015-1402-z,
36,Al1 Cu0.5 Li0.5 Mg1 Sn0.2,Other,CAST,,3.0,,,,25.0,,,,,,,,,10.1007/s11837-015-1402-z,
36,Al1 Li0.5 Mg1 Sn0.2 Zn0.5,FCC+Sec.,CAST,,2.9,,,C,25.0,546.0,546.0,,,,,,,10.1007/s11837-015-1402-z,
36,Al1 Li1 Mg1 Sn1 Zn1,FCC+HCP+Sec.,CAST,,3.9,,,C,25.0,600.0,615.0,1.0,,,,,,10.1007/s11837-015-1402-z,
38,Al0.667 Li0.667 Mg0.333 Sc0.667 Ti1,FCC+HCP,,,2.7,,591.0,,25.0,,,,,69.0,,,,10.1080/21663831.2014.985855,2014
39,Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,OTHER,180.0,7.7,,500.0,C,25.0,1965.0,2061.0,5.0,,110.0,,,,10.1007/s11837-014-1066-0,
39,Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,OTHER,180.0,7.8,,,C,25.0,1965.0,2061.0,5.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,OTHER,180.0,7.8,,,C,800.0,678.0,693.0,50.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,OTHER,180.0,7.8,,,C,1000.0,166.0,189.0,50.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,OTHER,200.0,8.1,,490.0,C,25.0,1965.0,2054.0,5.0,,113.0,,,,10.1007/s11837-014-1066-0,
39,Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,OTHER,200.0,8.2,,,C,25.0,1965.0,2054.0,5.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,OTHER,200.0,8.2,,,C,800.0,362.0,397.0,50.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,OTHER,200.0,8.2,,,C,1000.0,236.0,247.0,50.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,140.0,9.1,,500.0,C,25.0,1841.0,2269.0,10.0,,110.0,,,,10.1007/s11837-014-1066-0,
39,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,140.0,9.0,,,C,25.0,1841.0,2269.0,10.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,140.0,9.0,,,C,800.0,796.0,834.0,50.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,140.0,9.0,,,C,1000.0,298.0,455.0,50.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,OTHER,100.0,7.6,,530.0,C,25.0,2035.0,2105.0,5.0,,111.0,,,,10.1007/s11837-014-1066-0,
39,Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,OTHER,100.0,7.4,,,C,25.0,2035.0,2105.0,4.5,,,,,,10.1007/s11837-014-1066-0,
39,Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,OTHER,100.0,7.4,,,C,800.0,796.0,851.0,50.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,OTHER,100.0,7.4,,,C,1000.0,220.0,225.0,50.0,,,,,,10.1007/s11837-014-1066-0,
39,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,75.0,7.1,,591.0,C,25.0,2000.0,2368.0,10.0,,123.0,,,,10.1007/s11837-014-1066-0,
39,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,75.0,7.4,,,C,25.0,2000.0,2368.0,10.0,,,,,,10.1007/s11837-014-1066-0,
39,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,75.0,7.4,,,C,800.0,1597.0,1810.0,11.0,,,,,,10.1007/s11837-014-1066-0,
39,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,75.0,7.4,,,C,1000.0,745.0,772.0,50.0,,,,,,10.1007/s11837-014-1066-0,
39,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,75.0,7.4,,,C,1200.0,250.0,,50.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,OTHER,2000.0,6.8,,408.0,C,25.0,1280.0,1367.0,4.0,,106.0,,,,10.1007/s11837-014-1066-0,
39,Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,OTHER,2000.0,6.9,,,C,25.0,1280.0,1367.0,3.5,,,,,,10.1007/s11837-014-1066-0,
39,Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,OTHER,2000.0,6.9,,,C,800.0,728.0,1000.0,12.0,,,,,,10.1007/s11837-014-1066-0,
39,Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,OTHER,2000.0,6.9,,,C,1000.0,403.0,415.0,50.0,,,,,,10.1007/s11837-014-1066-0,
40,Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,105.0,9.5,,353.0,C,25.0,1188.0,,50.0,,63.0,,,,10.1016/j.jallcom.2014.11.064,2014
40,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,86.0,9.3,,396.0,C,25.0,1302.0,,46.0,,97.0,,,,10.1016/j.jallcom.2014.11.064,2014
40,Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,89.0,9.3,,427.0,C,25.0,1415.0,2050.0,30.0,,102.0,,,,10.1016/j.jallcom.2014.11.064,2014
40,Al1 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,92.0,8.6,,441.0,C,25.0,1489.0,1900.0,21.0,,103.0,,,,10.1016/j.jallcom.2014.11.064,2014
40,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,120.0,9.7,,295.0,C,25.0,1073.0,,50.0,,55.0,,,,10.1016/j.jallcom.2014.11.064,2014
41,Al0.25 Mo1 Nb1 Ti1 V1,BCC,CAST,,7.1,,460.0,C,25.0,1250.0,1500.0,13.0,,164.0,,,,10.3390/e16020870,
41,Al0.5 Mo1 Nb1 Ti1 V1,BCC,CAST,,6.8,,487.0,C,25.0,1625.0,1800.0,11.0,,158.0,,,,10.3390/e16020870,
41,Al0.75 Mo1 Nb1 Ti1 V1,BCC,CAST,,6.6,,517.0,C,25.0,1260.0,1300.0,8.0,,154.0,,,,10.3390/e16020870,
41,Al1 Mo1 Nb1 Ti1 V1,BCC,CAST,,6.4,,537.0,C,25.0,1375.0,1400.0,3.0,,150.0,,,,10.3390/e16020870,
41,Mo1 Nb1 Ti1 V1,BCC,CAST,,7.3,,441.0,C,25.0,1200.0,2050.0,26.0,,170.0,,,,10.3390/e16020870,
42,Al0.25 Nb1 Ta1 Ti1 V1,BCC,CAST,,8.8,,,C,25.0,1330.0,,,,92.0,,,,10.1016/j.proeng.2012.03.043,2012
42,Al0.5 Nb1 Ta1 Ti1 V1,BCC,CAST,,8.5,,,C,25.0,1014.0,,,,97.0,,,,10.1016/j.proeng.2012.03.043,2012
42,Al1 Nb1 Ta1 Ti1 V1,BCC,CAST,,7.9,,,C,25.0,993.0,,,,101.0,,,,10.1016/j.proeng.2012.03.043,2012
42,Nb1 Ta1 Ti1 V1,BCC,CAST,,9.2,,,C,25.0,1092.0,,,,106.0,,,,10.1016/j.proeng.2012.03.043,2012
